id,title,source,line
INV-LOAN-014,Transition atomicity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,523
INV-LOAN-015,Transition evidence,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,527
INV-FUND-001,Funding conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,544
INV-FUND-002,No activation below minimum,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,552
INV-FUND-003,No overfunding,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,556
INV-FUND-004,Position-right conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,560
INV-FUND-005,Principal-share conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,568
INV-FUND-006,Distribution conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,578
INV-FUND-007,Waterfall priority,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,590
INV-FUND-008,Transfer continuity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,594
INV-FUND-009,Transfer eligibility,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,598
INV-FUND-010,Accrual cut-off determinism,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,602
INV-FUND-011,Encumbrance exclusivity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,606
INV-INT-001,Non-negative components,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,629
INV-INT-002,Principal bound,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,633
INV-INT-003,Interest determinism,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,637
INV-INT-004,No interest before commencement,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,641
INV-INT-005,No interest after extinguishment,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,645
INV-INT-006,Rate bounds,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,649
INV-INT-007,Stale benchmark behavior,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,653
INV-INT-008,Rounding conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,657
INV-INT-009,Fee authorization,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,661
INV-INT-010,No fee-on-fee unless explicit,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,665
INV-INT-011,Payment waterfall determinism,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,669
INV-INT-012,Overpayment protection,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,673
INV-PAY-001,Initiation is not finality,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,683
INV-PAY-002,Finality predicate,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,687
INV-PAY-003,"One payment, one final allocation",docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,691
INV-PAY-004,Callback authenticity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,697
INV-PAY-005,Reversal restoration,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,701
INV-PAY-006,Provisional collateral restriction,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,705
INV-PAY-007,Settlement-asset conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,709
INV-PAY-008,Currency consistency,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,722
INV-PAY-009,Duplicate provider event safety,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,726
INV-PAY-010,Refund bound,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,730
INV-PAY-011,Reconciliation visibility,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,734
INV-COL-001,Custody existence,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,746
INV-COL-002,Ownership and lien separation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,750
INV-COL-003,"One asset, bounded liens",docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,754
INV-COL-004,Release condition,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,758
INV-COL-005,Authorized recipient,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,762
INV-COL-006,No double release,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,766
INV-COL-007,Collateral-balance reconciliation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,770
INV-COL-008,Substitution atomicity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,779
INV-COL-009,UFT collateral isolation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,783
INV-COL-010,NFT identity preservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,787
INV-COL-011,Off-chain collateral evidence,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,791
INV-COL-012,Borrower surplus right,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,795
INV-ORC-001,Approved source,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,805
INV-ORC-002,Freshness,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,809
INV-ORC-003,Positive normalized value,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,813
INV-ORC-004,Deviation control,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,817
INV-ORC-005,Observation provenance,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,821
INV-ORC-006,No user-selected arbitrary oracle,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,825
INV-ORC-007,Deterministic valuation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,829
INV-ORC-008,Failure-safe action,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,833
INV-ORC-009,Concentration inclusion,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,837
INV-ORC-010,UFT reflexivity controls,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,841
INV-LIQ-001,Objective default eligibility,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,851
INV-LIQ-002,No premature liquidation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,855
INV-LIQ-003,Liquidation reproducibility,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,859
INV-LIQ-004,Sale bound,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,876
INV-LIQ-005,Proceeds conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,880
INV-LIQ-006,Priority preservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,893
INV-LIQ-007,No double recovery,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,897
INV-LIQ-008,Claim reduction,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,901
INV-LIQ-009,Auction settlement finality,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,905
INV-LIQ-010,Lender-claim limit,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,909
INV-LIQ-011,Bad-debt visibility,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,913
INV-LIQ-012,Cure priority,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,917
INV-REFI-001,Payoff quote consistency,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,927
INV-REFI-002,No double senior lien,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,931
INV-REFI-003,Old-loan payoff priority,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,935
INV-REFI-004,Collateral handoff conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,939
INV-REFI-005,Failure compensation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,943
INV-REFI-006,Amendment consent,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,947
INV-REFI-007,Position-holder voting weights,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,951
INV-REFI-008,No debt disappearance,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,955
INV-GOV-001,Checkpointed voting power,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,965
INV-GOV-002,No duplicate UFT voting,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,969
INV-GOV-003,Proposal threshold,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,973
INV-GOV-004,Quorum and approval,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,977
INV-GOV-005,Timelocked execution,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,981
INV-GOV-006,Expired proposal safety,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,985
INV-GOV-007,Execution payload integrity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,989
INV-GOV-008,Constitutional prohibition,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,993
INV-GOV-009,Scope-limited emergency action,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1005
INV-GOV-010,Emergency expiry,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1009
INV-GOV-011,Repayment preservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1013
INV-GOV-012,Upgrade storage safety,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1017
INV-GOV-013,Upgrade compatibility,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1021
INV-GOV-014,Treasury mandate bound,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1025
INV-STK-001,Share backing,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1041
INV-STK-002,Share conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1049
INV-STK-003,Reward funding,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1053
INV-STK-004,No unfunded guaranteed APY,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1057
INV-STK-005,Slashing authority,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1061
INV-STK-006,Slash conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1065
INV-STK-007,Withdrawal queue order,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1069
INV-STK-008,No withdrawal front-running of known loss,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1073
INV-STK-009,Collateralized sUFT accounting,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1077
INV-STK-010,Governance-lock uniqueness,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1081
INV-ID-001,Credential issuer validity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1091
INV-ID-002,Credential subject binding,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1095
INV-ID-003,Validity window,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1099
INV-ID-004,Minimal disclosure,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1103
INV-ID-005,Uniqueness semantics,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1107
INV-ID-006,Consent binding,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1111
INV-ID-007,Revocation propagation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1115
INV-UW-001,Decision provenance,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1123
INV-UW-002,Exposure bound,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1138
INV-UW-003,Decision expiry,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1142
INV-UW-004,Product compatibility,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1146
INV-UW-005,No hidden decision mutation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1150
INV-UW-006,Feature integrity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1154
INV-UW-007,Manual override traceability,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1158
INV-UW-008,Portfolio-limit conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1162
INV-UW-009,Anonymous-credit risk disclosure,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1166
INV-INS-001,Funded-reserve truth,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1176
INV-INS-002,Coverage bound,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1180
INV-INS-003,No double claim,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1184
INV-INS-004,Claim eligibility,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1188
INV-INS-005,Reserve segregation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1192
INV-INS-006,Correlated UFT valuation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1196
INV-INS-007,Loss waterfall determinism,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1200
INV-INS-008,Claim-payment conservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1204
INV-INS-009,Subrogation accounting,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1213
INV-BRG-001,Canonical home authority,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1223
INV-BRG-002,Message uniqueness,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1227
INV-BRG-003,Source authentication,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1231
INV-BRG-004,Domain binding,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1235
INV-BRG-005,Ordered action safety,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1239
INV-BRG-006,Timeout safety,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1243
INV-BRG-007,Retry idempotency,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1247
INV-BRG-008,Satellite authority limit,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1251
INV-BRG-009,Cross-chain collateral exclusivity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1255
INV-BRG-010,Finality threshold,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1259
INV-BRG-011,Failure visibility,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1263
INV-BRG-012,Recovery authorization,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1267
LIVE-LOAN-001,Repayment reachability,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1279
LIVE-COL-001,Collateral release reachability,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1283
LIVE-FUND-001,Funding exit,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1287
LIVE-PAY-001,Payment resolution,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1291
LIVE-BRG-001,Cross-chain resolution,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1305
LIVE-GOV-001,Governance resolution,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1309
LIVE-STK-001,Withdrawal resolution,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1313
LIVE-LIQ-001,Default resolution,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1317
LIVE-REFI-001,Refinance resolution,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1321
LIVE-OPS-001,Emergency exit,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1325
REC-001,No recovery overpayment,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1335
REC-002,Recovery idempotency,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1339
REC-003,Recovery auditability,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1343
REC-004,Pre-state preservation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1347
REC-005,State reconciliation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1351
REC-006,No constitutional bypass,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1365
REC-007,Compensating transition completeness,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1369
REC-008,Recovery finality,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1373
INV-VER-001,Differential equivalence,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1650
INV-VER-002,Cross-language equivalence,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1661
INV-NUM-001,Explicit scale,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1671
INV-NUM-002,Checked conversion,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1675
INV-NUM-003,Bounded multiplication and division,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1679
INV-NUM-004,Rounding direction disclosure,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1683
INV-NUM-005,User-protective bounds,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1687
INV-NUM-006,Time precision,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1691
INV-NUM-007,Basis-point sum,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1695
INV-ASSET-001,Actual-received accounting,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1717
INV-ASSET-002,Unsupported behavior rejection,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1721
INV-ASSET-003,Balance-change validation,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1725
INV-ASSET-004,Callback safety,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1729
INV-ASSET-005,Asset delisting continuity,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1733
INV-MON-001,Alert completeness,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1812
INV-MON-002,Independent reconstruction,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1816
INV-MON-003,Monitoring cannot mutate truth,docs/specifications/Unified_Protocol_Invariants_and_Formal_Verification_Specification_v0.1.md,1820
